transaction_id,date,card,account,account_valid_to,client,last_name,first_name,patronymic,date_of_birth,passport,passport_valid_to,phone,oper_type,amount,oper_result,terminal,terminal_type,city,address
3649235850,2020-05-04T00:14:41,52347433384079334193,7456771650,2029-11-01,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2025-06-25,+74862414292,Оплата,9714.88,Отказ,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235851,2020-05-04T00:16:08,57624669583834541353,7456771651,2022-08-16,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2023-09-07,+74862414292,Пополнение,64195.84,Отказ,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235852,2020-05-04T00:17:13,58417201719107381885,7456771652,2031-01-05,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2029-12-30,+74862414292,Оплата,32711.27,Успешно,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235853,2020-05-04T00:18:35,44427401685964781088,7456771653,2028-12-13,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2025-11-11,+74862414292,Пополнение,79805.41,Отказ,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235854,2020-05-04T00:20:10,40494950178096871825,7456771654,2034-10-26,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2021-08-29,+74862414292,Снятие,80787.48,Успешно,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235855,2020-05-04T00:21:34,59624208102953942849,7456771655,2024-04-21,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2024-04-22,+74862414292,Оплата,75300.19,Отказ,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235856,2020-05-04T00:23:18,49867382334810616503,7456771656,2032-08-20,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2022-10-18,+74862414292,Снятие,8694.57,Успешно,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235857,2020-05-04T00:25:03,40740086566404378316,7456771657,2028-10-02,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2027-08-18,+74862414292,Пополнение,1914.45,Отказ,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235858,2020-05-04T00:26:08,42432502224618257192,7456771658,2032-03-02,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2033-07-24,+74862414292,Снятие,55271.42,Отказ,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235859,2020-05-04T00:27:30,57768418061614217637,7456771659,2033-09-30,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2024-03-06,+74862414292,Пополнение,3696.21,Успешно,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235860,2020-05-04T00:28:41,42474418049616233006,7456771660,2027-11-15,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2024-04-08,+74862414292,Снятие,80389.52,Успешно,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235861,2020-05-04T00:30:02,44543830390151543771,7456771661,2030-11-08,2-68359,Карельский,Алишер,Шавкунин,1984-09-12,6750185314,2021-08-26,+74862414292,Пополнение,85767.39,Успешно,POS75616,POS,Черкесск,"Черкесск, ул. Гинтовта, д. 56"
3649235862,2020-05-04T00:31:05,56849554469804805293,7456771662,2032-02-02,7-62996,Семенютин,Фридрих,Щуплов,1976-02-27,2239817723,2027-01-18,+73066339928,Пополнение,8639.93,Успешно,POS43792,POS,Сольцы,"Сольцы, ул. Регенераторная, д. 21"
3649235863,2020-05-04T00:32:39,44505180902853858961,7456771663,2021-07-05,7-62996,Семенютин,Фридрих,Щуплов,1976-02-27,2239817723,2024-08-14,+73066339928,Оплата,37203.42,Отказ,POS43792,POS,Сольцы,"Сольцы, ул. Регенераторная, д. 21"
3649235864,2020-05-04T00:33:57,44938026871162145082,7456771664,2029-05-28,7-62996,Семенютин,Фридрих,Щуплов,1976-02-27,2239817723,2022-11-03,+73066339928,Снятие,1134.64,Отказ,POS43792,POS,Сольцы,"Сольцы, ул. Регенераторная, д. 21"
3649235865,2020-05-04T00:35:17,54351853040815910412,7456771665,2005-10-15,5-01815,Данчиков,Элджернон,Подопрыгоров,1990-06-12,8870665843,2025-11-13,+78082044739,Оплата,89350.59,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235866,2020-05-04T00:36:36,44930928660709788418,7456771666,2015-03-03,5-01815,Данчиков,Элджернон,Подопрыгоров,1990-06-12,8870665843,2033-07-11,+78082044739,Снятие,64978.4,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235867,2020-05-04T00:37:43,51419816135305384739,7456771667,2014-08-29,5-01815,Данчиков,Элджернон,Подопрыгоров,1990-06-12,8870665843,2034-04-17,+78082044739,Оплата,14375.92,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235868,2020-05-04T00:38:57,56429703831426013992,7456771668,2027-01-15,6-28309,Резвяков,Авирмэд,Данильчев,1995-03-11,3256468165,2013-01-24,+72761571063,Пополнение,38505.22,Успешно,POS28311,POS,Кострома,"Кострома, ул. Мира, д. 51"
3649235869,2020-05-04T00:40:16,47688783484537270448,7456771669,2030-08-24,6-83564,Сколоватов,Кратет,Азарьев,1993-04-01,2897893955,2026-01-22,+73161211304,Оплата,75742.32,Успешно,POS43792,POS,Чехов,"Чехов, ул. Трансформаторная, д. 64"
3649235870,2020-05-04T00:41:21,51276351751780194548,7456771670,2034-11-04,6-83564,Сколоватов,Кратет,Азарьев,1993-04-01,2897893955,2027-01-02,+73161211304,Пополнение,20587.66,Отказ,POS43792,POS,Нижний Новгород,"Нижний Новгород, ул. Короленковская, д. 5"
3649235871,2020-05-04T00:42:29,42468487341852242123,7456771671,2027-09-07,6-83564,Сколоватов,Кратет,Азарьев,1993-04-01,2897893955,2029-11-18,+73161211304,Пополнение,45346.25,Отказ,POS75616,POS,Лобня,"Лобня, ул. Гало, д. 64"
3649235872,2020-05-04T00:43:56,50273106297815462850,7456771672,2021-12-18,2-97169,Черненков,Дитер,Сгибнев,1972-09-14,1431959673,2031-04-02,+74240060419,Пополнение,22852.71,Успешно,POS28311,POS,Морозовск,"Морозовск, ул. Васильковая, д. 13"
3649235873,2020-05-04T00:45:08,59205517380515845268,7456771673,2023-04-23,3-57491,Дербенев,Ярослав,Аваков,1955-11-06,8974928437,2028-08-14,+70685137785,Снятие,84137.39,Успешно,POS43792,POS,Луза,"Луза, ул. Крайняя, д. 88"
3649235874,2020-05-04T00:46:12,41118102423061074007,7456771674,2028-09-28,3-57491,Дербенев,Ярослав,Аваков,1955-11-06,8974928437,2025-09-23,+77483493767,Снятие,48823.34,Отказ,POS43792,POS,Луза,"Луза, ул. Крайняя, д. 88"
3649235875,2020-05-04T00:47:21,47427834215431288591,7456771675,2028-02-21,3-57491,Дербенев,Ярослав,Аваков,1955-11-06,8974928437,2021-12-09,+77483493767,Снятие,19916.1,Отказ,POS43792,POS,Луза,"Луза, ул. Крайняя, д. 88"
3649235876,2020-05-04T00:49:06,44222694789759732194,7456771676,2022-01-21,3-57491,Дербенев,Ярослав,Аваков,1955-11-06,8974928437,2029-06-04,+77483493767,Снятие,10775.85,Отказ,POS43792,POS,Луза,"Луза, ул. Крайняя, д. 88"
3649235877,2020-05-04T00:50:27,57844343896413544374,7456771677,2028-09-07,3-57491,Дербенев,Ярослав,Аваков,1955-11-06,8974928437,2025-04-24,+77483493767,Снятие,51449.81,Отказ,POS43792,POS,Луза,"Луза, ул. Крайняя, д. 88"
3649235878,2020-05-04T00:51:48,52225283414112938054,7456771678,2030-07-18,3-57491,Дербенев,Ярослав,Аваков,1955-11-06,8974928437,2034-12-28,+77483493767,Снятие,8633.25,Отказ,POS43792,POS,Луза,"Луза, ул. Крайняя, д. 88"
3649235879,2020-05-04T00:53:03,40143896653537327461,7456771679,2027-09-12,3-57491,Дербенев,Ярослав,Аваков,1955-11-06,8974928437,2031-11-17,+77483493767,Снятие,67213.76,Отказ,POS43792,POS,Луза,"Луза, ул. Крайняя, д. 88"
3649235880,2020-05-04T00:54:29,51836537435378645126,7456771680,2023-01-07,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2035-02-28,+72379013908,Пополнение,54177.07,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235881,2020-05-04T00:55:33,52583805174753580816,7456771681,2030-01-07,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2023-07-06,+72379013908,Снятие,26961.46,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235882,2020-05-04T00:56:58,53256215551472867047,7456771682,2027-05-21,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2021-09-05,+72379013908,Снятие,30136.92,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235883,2020-05-04T00:58:15,48018120746505283682,7456771683,2022-08-05,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2023-12-05,+72379013908,Пополнение,50356.7,Успешно,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235884,2020-05-04T00:59:17,41614195605555331444,7456771684,2032-03-09,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2035-02-02,+72379013908,Оплата,12998.76,Успешно,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235885,2020-05-04T01:00:43,52327138376546716553,7456771685,2031-02-04,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2028-02-06,+72379013908,Оплата,36619.25,Успешно,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235886,2020-05-04T01:01:43,42132510021569067460,7456771686,2023-08-25,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2032-11-21,+72379013908,Снятие,34577.53,Успешно,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235887,2020-05-04T01:03:16,40789091441854379851,7456771687,2033-01-29,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2029-10-13,+72379013908,Пополнение,7522.1,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235888,2020-05-04T01:04:24,44454159263774151250,7456771688,2034-02-27,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2030-11-18,+72379013908,Пополнение,89658.14,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235889,2020-05-04T01:06:01,58005887299282280689,7456771689,2023-02-13,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2021-08-27,+72379013908,Снятие,24688.22,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235988,2020-05-04T03:25:27,47409557171856457942,7456771788,2011-06-20,3-12409,Тахистов,Ронан,Борыков,1977-09-19,8280629358,2032-02-13,+79003369036,Снятие,43662.94,Отказ,POS75616,POS,Лобня,"Лобня, ул. Гало, д. 64"
3649235890,2020-05-04T01:07:40,50703875901126039741,7456771690,2034-03-16,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2022-10-02,+72379013908,Оплата,39067.88,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235891,2020-05-04T01:08:44,40464539009041829904,7456771691,2024-04-16,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2026-06-21,+72379013908,Снятие,89461.61,Успешно,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235892,2020-05-04T01:09:56,54621574967014641885,7456771692,2025-09-07,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2027-07-10,+72379013908,Оплата,25133.33,Успешно,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235893,2020-05-04T01:11:41,49103883072028006102,7456771693,2029-04-01,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2031-09-05,+72379013908,Оплата,39950.06,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235894,2020-05-04T01:13:00,54802129199141021883,7456771694,2034-12-05,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2026-06-12,+72379013908,Оплата,15669.98,Успешно,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235895,2020-05-04T01:14:36,51307053987304437424,7456771695,2028-03-14,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2030-06-08,+72379013908,Снятие,35602.66,Успешно,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235896,2020-05-04T01:15:55,59386385060866602752,7456771696,2034-03-19,6-91174,Тверитин,Дорофей,Хусаинов,1933-09-19,8448595004,2034-03-08,+72379013908,Пополнение,84159.01,Отказ,POS43792,POS,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
3649235897,2020-05-04T01:17:37,44747791033738727077,7456771697,2024-07-04,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2022-10-15,+78561221997,Снятие,85899.8,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235898,2020-05-04T01:18:41,50420048128948020227,7456771698,2034-08-23,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2028-08-10,+78561221997,Снятие,39076.16,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235899,2020-05-04T01:20:15,47915457178127022673,7456771699,2023-12-23,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2023-06-19,+78561221997,Снятие,49693.43,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235900,2020-05-04T01:21:54,53052805695932706373,7456771700,2029-07-02,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2026-01-08,+78561221997,Снятие,71560.52,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235901,2020-05-04T01:23:05,43996050543864472662,7456771701,2023-03-18,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2034-06-10,+78561221997,Пополнение,65445.11,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235902,2020-05-04T01:24:33,56701198363845476740,7456771702,2024-06-05,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2035-01-15,+78561221997,Пополнение,10162.89,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235903,2020-05-04T01:25:41,59712478129534156752,7456771703,2024-01-31,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2030-03-12,+78561221997,Пополнение,1861.07,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235904,2020-05-04T01:27:08,54676635552301864327,7456771704,2024-08-13,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2021-12-27,+78561221997,Снятие,5212.9,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235905,2020-05-04T01:28:48,48098985595274112220,7456771705,2025-10-17,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2027-09-05,+78561221997,Пополнение,3572.59,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235906,2020-05-04T01:30:29,54194397134190554515,7456771706,2024-04-11,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2034-01-29,+78561221997,Снятие,4805.25,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235907,2020-05-04T01:31:48,50385818232254488582,7456771707,2032-01-25,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2027-05-08,+78561221997,Оплата,21832.96,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235908,2020-05-04T01:33:18,58835114022757295341,7456771708,2033-06-21,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2025-01-15,+78561221997,Снятие,52186.88,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235909,2020-05-04T01:34:41,54619041709737304240,7456771709,2030-04-21,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2024-03-18,+78561221997,Снятие,32688.67,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235910,2020-05-04T01:36:25,44007570486798802008,7456771710,2024-02-26,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2024-08-13,+78561221997,Оплата,30186.24,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235911,2020-05-04T01:38:08,45134011105869981782,7456771711,2028-08-22,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2031-12-23,+78561221997,Оплата,76753.82,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235912,2020-05-04T01:39:26,43473407980318732821,7456771712,2024-11-18,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2026-11-10,+78561221997,Снятие,20475.32,Отказ,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235913,2020-05-04T01:41:06,58528222021390296522,7456771713,2022-12-18,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2021-11-12,+78561221997,Оплата,1822.7,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235914,2020-05-04T01:42:08,57203063136747070096,7456771714,2033-08-05,9-74266,Ковтун,Лев,Шереметев,1996-08-30,6987429090,2028-10-10,+78561221997,Снятие,23171.51,Успешно,POS75616,POS,Лагань,"Лагань, ул. Старая Поляная, д. 1"
3649235915,2020-05-04T01:43:30,57270415368961360823,7456771715,2012-11-05,2-34029,Китайчик,Абид,Островсков,1966-01-25,3872751164,2029-04-11,+76369854578,Пополнение,50704.38,Успешно,POS75616,POS,Лениногорск,"Лениногорск, ул. Базисная 2-ая, д. 71"
3649235916,2020-05-04T01:44:33,43816616618737652854,7456771716,2030-06-08,8-45886,Разумовский,Зосима,Власенков,1949-06-03,6838648409,2031-09-24,+73442648808,Пополнение,26069.89,Успешно,POS43792,POS,Кола,"Кола, ул. Загородная, д. 17"
3649235917,2020-05-04T01:46:17,46350473987477412298,7456771717,2029-12-16,1-79841,Васильчиков,Акоп,Астапчук,1937-07-29,8917948484,2024-07-29,+70015566717,Оплата,11209.75,Успешно,POS75616,POS,Вяземский,"Вяземский, ул. Витавская, д. 51"
3649235918,2020-05-04T01:47:45,46302474572215576479,7456771718,2022-12-29,1-79841,Васильчиков,Акоп,Астапчук,1937-07-29,8917948484,2031-02-20,+70015566717,Пополнение,23465.61,Успешно,POS75616,POS,Вяземский,"Вяземский, ул. Витавская, д. 51"
3649235919,2020-05-04T01:48:58,44764235261962709606,7456771719,2022-11-15,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2032-01-30,+76077614851,Пополнение,46677.48,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235920,2020-05-04T01:50:28,44834865774524924261,7456771720,2026-07-31,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2030-12-18,+76077614851,Снятие,33599.94,Успешно,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235921,2020-05-04T01:51:38,56174440705476046066,7456771721,2022-09-12,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2023-07-03,+76077614851,Оплата,1047.19,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235922,2020-05-04T01:53:06,49981780670614120138,7456771722,2028-10-21,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2028-05-05,+76077614851,Снятие,69346.32,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235923,2020-05-04T01:54:17,59997906275379905989,7456771723,2033-09-08,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2028-10-07,+76077614851,Оплата,62150.22,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235924,2020-05-04T01:55:55,49837110583267940996,7456771724,2035-02-03,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2026-10-12,+76077614851,Оплата,55369.7,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235925,2020-05-04T01:57:20,49642114218093987097,7456771725,2024-03-31,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2028-08-19,+76077614851,Пополнение,5560.72,Успешно,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235926,2020-05-04T01:59:03,57206184623791150479,7456771726,2034-05-22,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2034-06-03,+76077614851,Снятие,22949.04,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235927,2020-05-04T02:00:05,45379486186896969818,7456771727,2027-12-15,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2024-07-25,+76077614851,Пополнение,59519.27,Успешно,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235928,2020-05-04T02:01:07,57484204293620690138,7456771728,2024-07-21,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2029-08-10,+76077614851,Оплата,35775.82,Успешно,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235929,2020-05-04T02:02:39,53810116858800744390,7456771729,2022-04-27,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2021-08-06,+76077614851,Снятие,77750.48,Успешно,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235930,2020-05-04T02:04:02,46836380978543047377,7456771730,2021-08-20,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2025-07-16,+76077614851,Снятие,70703.07,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235931,2020-05-04T02:05:11,44474710123841405781,7456771731,2029-03-28,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2032-08-06,+76077614851,Пополнение,41079.71,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235932,2020-05-04T02:06:48,47999476244828096065,7456771732,2031-03-09,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2033-08-20,+76077614851,Пополнение,80692.46,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235933,2020-05-04T02:08:20,47206777079733813465,7456771733,2025-03-25,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2028-10-04,+76077614851,Оплата,2731.18,Успешно,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235934,2020-05-04T02:09:45,59265662320459940752,7456771734,2032-08-04,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2024-07-15,+76077614851,Пополнение,68259.0,Успешно,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235935,2020-05-04T02:11:30,58143734797973278673,7456771735,2027-07-20,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2022-04-07,+76077614851,Оплата,19975.36,Успешно,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235936,2020-05-04T02:12:59,57060585078522382396,7456771736,2021-10-28,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2026-09-10,+76077614851,Пополнение,22779.47,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
3649235937,2020-05-04T02:14:39,45757866887475526748,7456771737,2023-02-04,2-62357,Жандр,Геронтий,Папкович,1972-07-12,2099018425,2034-05-04,+76077614851,Пополнение,21252.64,Отказ,POS28311,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
